EMG1  EMG2  EMG3  EMG4  EMG5  EMG6  EMG7  EMG8  ForceX ForceY ForceZ tauX tawY tayZ Angle_deg TimeStep_ms
 -5    -3    -8    -6    -4    -8    -37   -6   1.168 2.172 10.463 -0.354 0.031 0.089 0
 -5    -3    -8    -6    -4    -8    -37   -6   1.346 1.980 10.636 -0.396 0.032 0.083 0
 5     4     6     3     -7    -22   -18   1    1.522 1.901 10.814 -0.437 0.025 0.087 0
 5     4     6     3     -7    -22   -18   1    1.666 1.956 11.040 -0.466 0.020 0.103 0
 -5    0     0     0     -8    0     23    11   1.774 2.016 11.295 -0.487 0.017 0.113 0
 -5    0     0     0     -8    0     23    11   1.814 2.039 11.570 -0.506 0.014 0.130 0
 1     -2    -1    2     10    -33   42    20   1.822 2.078 11.894 -0.522 0.016 0.148 0
 1     -2    -1    2     10    -33   42    20   1.806 2.122 12.266 -0.531 0.017 0.166 0
 1     -2    -1    2     10    -33   42    20   1.788 2.195 12.672 -0.539 0.017 0.189 0
 1     -2    -1    2     10    -33   42    20   1.803 2.330 13.129 -0.541 0.015 0.209 0
 2     0     1     3     -10   -27   -12   -9   1.868 2.469 13.617 -0.540 0.013 0.224 0
 -3    -6    -9    -8    -5    34    -10   -4   1.997 2.555 14.106 -0.540 0.013 0.228 0
 -3    -6    -9    -8    -5    34    -10   -4   2.168 2.554 14.573 -0.547 0.015 0.226 0
 -3    -6    -9    -8    -5    34    -10   -4   2.358 2.473 15.002 -0.561 0.017 0.220 0
 -3    -6    -9    -8    -5    34    -10   -4   2.591 2.294 15.472 -0.588 0.020 0.214 0
 1     3     3     9     17    16    1     9    2.728 2.152 15.795 -0.615 0.021 0.216 0
 1     3     3     9     17    16    1     9    2.881 2.056 16.076 -0.645 0.024 0.212 0
 -3    0     1     -7    -30   -15   15    10   3.016 2.006 16.315 -0.674 0.026 0.213 0
 -3    0     1     -7    -30   -15   15    10   3.115 1.975 16.515 -0.706 0.024 0.220 0
 -3    0     1     -7    -30   -15   15    10   3.194 1.968 16.697 -0.737 0.023 0.229 0
 -3    0     1     -7    -30   -15   15    10   3.247 1.966 16.885 -0.765 0.020 0.241 0
 4     0     -1    -5    -8    11    -14   -9   3.293 1.954 17.062 -0.795 0.019 0.250 0
 4     0     -1    -5    -8    11    -14   -9   3.351 1.945 17.278 -0.819 0.022 0.251 0
 4     0     -1    -5    -8    11    -14   -9   3.416 1.935 17.533 -0.838 0.026 0.247 0
 -4    -5    -5    -4    -4    2     34    12   3.496 1.903 17.811 -0.856 0.030 0.241 0
 -4    -5    -5    -4    -4    2     34    12   3.578 1.846 18.117 -0.873 0.034 0.237 0
 -5    -6    -5    0     5     -23   -8    3    3.656 1.757 18.440 -0.890 0.034 0.236 0
 -5    -6    -5    0     5     -23   -8    3    3.746 1.668 18.761 -0.909 0.036 0.232 0
 -5    -6    -5    0     5     -23   -8    3    3.805 1.612 19.096 -0.927 0.035 0.235 0
 -5    -6    -5    0     5     -23   -8    3    3.863 1.620 19.432 -0.943 0.036 0.233 0
 0     -1    0     -4    -18   -33   28    2    3.908 1.679 19.773 -0.956 0.039 0.229 0
 0     -1    0     -4    -18   -33   28    2    3.927 1.758 20.104 -0.968 0.040 0.230 0
 -10   -3    -5    -7    -10   -11   2     -8   3.939 1.841 20.436 -0.980 0.041 0.231 0
 -10   -3    -5    -7    -10   -11   2     -8   3.954 1.882 20.746 -0.994 0.043 0.231 0
 -10   -3    -5    -7    -10   -11   2     -8   3.973 1.874 21.028 -1.013 0.044 0.232 0
 -10   -3    -5    -7    -10   -11   2     -8   4.021 1.871 21.310 -1.031 0.046 0.228 0
 -1    -1    -1    -5    17    85    47    20   4.080 1.866 21.581 -1.047 0.048 0.226 0
 -1    -1    -1    -5    17    85    47    20   4.152 1.863 21.841 -1.063 0.049 0.224 0
 -1    -1    -1    -5    17    85    47    20   4.273 1.866 22.145 -1.083 0.050 0.221 0
 2     2     3     8     1     11    -9    1    4.363 1.857 22.382 -1.098 0.050 0.223 0
 2     2     3     8     1     11    -9    1    4.454 1.834 22.590 -1.118 0.050 0.226 0
 2     2     0     1     -3    7     10    5    4.543 1.818 22.793 -1.136 0.050 0.232 0
 2     2     0     1     -3    7     10    5    4.622 1.828 22.992 -1.154 0.048 0.242 0
 2     2     0     1     -3    7     10    5    4.691 1.875 23.198 -1.171 0.046 0.256 0
 2     2     0     1     -3    7     10    5    4.761 1.942 23.421 -1.183 0.043 0.272 0
 -8    -10   -9    -10   7     31    60    10   4.834 2.012 23.658 -1.195 0.040 0.288 0
 -8    -10   -9    -10   7     31    60    10   4.911 2.070 23.910 -1.206 0.038 0.305 0
 -4    -3    -3    -4    9     -8    -59   -17  4.996 2.106 24.174 -1.217 0.035 0.322 0
 -4    -3    -3    -4    9     -8    -59   -17  5.122 2.145 24.531 -1.231 0.034 0.338 0
 -4    -3    -3    -4    9     -8    -59   -17  5.229 2.174 24.833 -1.241 0.032 0.348 0
 5     1     2     -4    -21   -12   -17   -1   5.345 2.213 25.150 -1.251 0.032 0.355 0
 5     1     2     -4    -21   -12   -17   -1   5.462 2.260 25.476 -1.260 0.032 0.361 0
 2     2     6     13    17    -28   0     4    5.571 2.297 25.799 -1.269 0.032 0.367 0
 2     2     6     13    17    -28   0     4    5.673 2.322 26.114 -1.281 0.031 0.375 0
 1     4     4     -1    -16   -19   8     -4   5.748 2.342 26.422 -1.293 0.029 0.388 0
 1     4     4     -1    -16   -19   8     -4   5.831 2.367 26.714 -1.306 0.027 0.398 0
 -3    -2    1     0     1     -57   -46   -10  5.907 2.419 26.994 -1.319 0.027 0.406 0
 -3    -2    1     0     1     -57   -46   -10  5.985 2.492 27.268 -1.329 0.027 0.411 0
 -3    -2    1     0     1     -57   -46   -10  6.074 2.572 27.527 -1.339 0.029 0.412 0
 -4    2     0     -8    -2    2     18    -18  6.165 2.640 27.775 -1.350 0.030 0.413 0
 -4    2     0     -8    -2    2     18    -18  6.257 2.672 28.007 -1.365 0.031 0.415 0
 13    7     8     13    3     -22   8     13   6.352 2.665 28.212 -1.386 0.031 0.419 0
 13    7     8     13    3     -22   8     13   6.445 2.634 28.409 -1.409 0.031 0.424 0
 13    7     8     13    3     -22   8     13   6.557 2.591 28.611 -1.432 0.032 0.425 0
 13    7     8     13    3     -22   8     13   6.674 2.565 28.826 -1.455 0.034 0.424 0
 -1    -6    -2    2     2     19    -32   -28  6.791 2.547 29.052 -1.476 0.036 0.422 0
 -1    -6    -2    2     2     19    -32   -28  6.907 2.523 29.290 -1.498 0.038 0.421 0
 -1    -6    -2    2     2     19    -32   -28  7.016 2.496 29.549 -1.519 0.039 0.421 0
 -1    -6    -2    2     2     19    -32   -28  7.113 2.460 29.827 -1.540 0.039 0.424 0
