EMG1  EMG2  EMG3  EMG4  EMG5  EMG6  EMG7  EMG8  ForceX ForceY ForceZ tauX tawY tayZ Angle_deg TimeStep_ms
 -81   -73   -46   -13   -1    1     -7    -17  2.932 0.153 -53.270 2.803 0.126 0.291 0
 -34   55    43    -17   -3    0     3     7    2.967 0.167 -53.684 2.830 0.126 0.296 0
 -34   55    43    -17   -3    0     3     7    2.982 0.202 -54.089 2.861 0.128 0.298 0
 -14   -93   -66   8     -3    0     3     18   2.978 0.236 -54.494 2.892 0.131 0.294 0
 -14   -93   -66   8     -3    0     3     18   2.939 0.257 -54.910 2.923 0.136 0.285 0
 -14   -93   -66   8     -3    0     3     18   2.850 0.253 -55.348 2.953 0.142 0.273 0
 -14   -93   -66   8     -3    0     3     18   2.712 0.231 -55.812 2.978 0.149 0.255 0
 -3    30    8     -44   -20   -12   -9    -12  2.520 0.180 -56.318 2.997 0.157 0.235 0
 -3    30    8     -44   -20   -12   -9    -12  2.270 0.105 -56.854 3.015 0.164 0.216 0
 -88   -36   50    -5    0     0     -9    -54  1.983 0.024 -57.405 3.033 0.171 0.196 0
 46    -9    8     -18   0     5     3     27   1.646 -0.061 -57.985 3.046 0.178 0.179 0
 46    -9    8     -18   0     5     3     27   1.293 -0.159 -58.576 3.054 0.184 0.161 0
 18    -65   18    1     -4    -8    -5    -8   0.933 -0.287 -59.168 3.054 0.190 0.141 0
 18    -65   18    1     -4    -8    -5    -8   0.558 -0.472 -59.734 3.051 0.195 0.125 0
 18    -65   18    1     -4    -8    -5    -8   0.097 -0.770 -60.362 3.050 0.202 0.103 0
 18    -65   18    1     -4    -8    -5    -8   -0.177 -0.968 -60.680 3.052 0.206 0.091 0
 17    22    30    -2    3     -1    -2    6    -0.533 -1.236 -61.068 3.053 0.211 0.074 0
 17    22    30    -2    3     -1    -2    6    -0.890 -1.481 -61.384 3.054 0.214 0.060 0
 64    88    29    14    12    8     9     19   -1.368 -1.774 -61.701 3.050 0.214 0.050 0
 64    88    29    14    12    8     9     19   -1.677 -1.953 -61.852 3.045 0.213 0.050 0
 64    88    29    14    12    8     9     19   -2.218 -2.215 -61.992 3.040 0.211 0.056 0
 64    88    29    14    12    8     9     19   -2.569 -2.343 -62.035 3.035 0.207 0.068 0
 10    -11   12    1     5     0     1     5    -3.086 -2.497 -62.002 3.032 0.202 0.082 0
 -33   -81   -42   -23   -3    2     2     -11  -3.513 -2.567 -61.900 3.032 0.198 0.099 0
 -24   25    19    -2    2     4     -1    -2   -3.998 -2.635 -61.694 3.035 0.194 0.121 0
 -24   25    19    -2    2     4     -1    -2   -4.363 -2.686 -61.487 3.041 0.188 0.145 0
 -24   25    19    -2    2     4     -1    -2   -4.634 -2.733 -61.273 3.046 0.184 0.160 0
 -1    10    -11   -10   -7    -3    -3    6    -4.864 -2.759 -60.997 3.054 0.177 0.174 0
 -1    10    -11   -10   -7    -3    -3    6    -4.931 -2.764 -60.862 3.057 0.173 0.176 0
 -1    10    -11   -10   -7    -3    -3    6    -4.952 -2.755 -60.718 3.060 0.169 0.172 0
 -1    10    -11   -10   -7    -3    -3    6    -4.900 -2.756 -60.620 3.061 0.166 0.160 0
 -86   -47   -36   -5    -10   -6    -9    -33  -4.836 -2.774 -60.607 3.061 0.165 0.151 0
 -86   -47   -36   -5    -10   -6    -9    -33  -4.697 -2.849 -60.695 3.048 0.165 0.132 0
 31    12    7     -13   -7    -5    0     7    -4.610 -2.932 -60.811 3.032 0.165 0.123 0
 31    12    7     -13   -7    -5    0     7    -4.498 -3.073 -61.012 3.007 0.163 0.115 0
 31    12    7     -13   -7    -5    0     7    -4.374 -3.244 -61.232 2.979 0.162 0.109 0
 25    26    15    4     -4    -9    -5    -4   -4.238 -3.415 -61.440 2.952 0.162 0.101 0
 25    26    15    4     -4    -9    -5    -4   -4.085 -3.584 -61.627 2.923 0.162 0.090 0
 35    70    9     25    2     -3    -4    -2   -3.900 -3.734 -61.746 2.894 0.164 0.073 0
 35    70    9     25    2     -3    -4    -2   -3.699 -3.865 -61.742 2.873 0.167 0.055 0
 35    70    9     25    2     -3    -4    -2   -3.483 -3.966 -61.609 2.861 0.170 0.037 0
 35    70    9     25    2     -3    -4    -2   -3.260 -4.010 -61.337 2.858 0.172 0.021 0
 70    36    35    15    2     1     4     9    -3.035 -3.981 -60.923 2.865 0.174 0.007 0
 70    36    35    15    2     1     4     9    -2.822 -3.880 -60.393 2.881 0.175 -0.002 0
 70    36    35    15    2     1     4     9    -2.635 -3.719 -59.766 2.905 0.174 -0.005 0
 70    36    35    15    2     1     4     9    -2.467 -3.527 -59.097 2.930 0.173 -0.005 0
 -1    -32   2     -12   -2    3     2     -3   -2.340 -3.337 -58.420 2.953 0.170 0.003 0
 -1    -32   2     -12   -2    3     2     -3   -2.238 -3.156 -57.780 2.970 0.167 0.012 0
 6     35    -1    7     2     3     4     6    -2.138 -2.934 -57.067 2.983 0.165 0.025 0
 6     35    -1    7     2     3     4     6    -2.083 -2.812 -56.711 2.984 0.164 0.030 0
 6     35    -1    7     2     3     4     6    -1.998 -2.674 -56.327 2.976 0.165 0.033 0
 -31   -58   -10   -12   -7    -4    -7    -15  -1.866 -2.550 -55.987 2.956 0.167 0.032 0
 -31   -58   -10   -12   -7    -4    -7    -15  -1.730 -2.496 -55.823 2.930 0.168 0.029 0
 12    -4    0     -15   -5    -1    -1    -3   -1.606 -2.474 -55.740 2.908 0.169 0.025 0
 12    -4    0     -15   -5    -1    -1    -3   -1.375 -2.462 -55.668 2.863 0.170 0.017 0
 12    -4    0     -15   -5    -1    -1    -3   -1.230 -2.460 -55.629 2.838 0.170 0.013 0
 12    -4    0     -15   -5    -1    -1    -3   -1.025 -2.452 -55.542 2.810 0.171 0.008 0
 -12   -22   -12   -6    3     3     3     4    -0.768 -2.430 -55.358 2.788 0.171 0.005 0
 -12   -22   -12   -6    3     3     3     4    -0.607 -2.413 -55.209 2.776 0.171 0.002 0
 -12   -22   -12   -6    3     3     3     4    -0.313 -2.334 -54.798 2.760 0.170 0.002 0
 45    52    34    6     1     -1    1     17   -0.131 -2.249 -54.445 2.752 0.168 0.004 0
 45    52    34    6     1     -1    1     17   0.037 -2.141 -54.021 2.749 0.166 0.008 0
 -11   -25   -41   -30   -11   -7    -7    -1   0.181 -2.016 -53.536 2.749 0.162 0.016 0
 -11   -25   -41   -30   -11   -7    -7    -1   0.279 -1.907 -53.131 2.753 0.159 0.024 0
 -11   -25   -41   -30   -11   -7    -7    -1   0.399 -1.753 -52.543 2.763 0.155 0.037 0
 -11   -25   -41   -30   -11   -7    -7    -1   0.543 -1.562 -51.785 2.781 0.150 0.054 0
 -29   -16   8     8     6     4     4     4    0.671 -1.420 -51.196 2.793 0.148 0.064 0
 -29   -16   8     8     6     4     4     4    0.804 -1.299 -50.654 2.799 0.145 0.073 0
 -64   -4    -7    -9    0     1     -4    -19  0.947 -1.219 -50.183 2.799 0.142 0.080 0
 -64   -4    -7    -9    0     1     -4    -19  1.120 -1.162 -49.718 2.787 0.138 0.090 0
 -64   -4    -7    -9    0     1     -4    -19  1.252 -1.156 -49.443 2.769 0.135 0.097 0
 15    8     -5    -6    -1    -3    2     11   1.361 -1.178 -49.262 2.741 0.131 0.105 0
 39    14    4     -2    -2    -5    -1    13   1.447 -1.227 -49.132 2.709 0.127 0.114 0
 39    14    4     -2    -2    -5    -1    13   1.512 -1.313 -49.046 2.671 0.124 0.123 0
 39    14    4     -2    -2    -5    -1    13   1.552 -1.425 -48.981 2.631 0.120 0.136 0
 -34   -4    3     7     -1    1     -3    -14  1.545 -1.537 -48.888 2.593 0.115 0.155 0
 -34   -4    3     7     -1    1     -3    -14  1.517 -1.632 -48.748 2.560 0.110 0.175 0
 14    10    27    10    1     0     1     5    1.465 -1.695 -48.541 2.536 0.106 0.198 0
 14    10    27    10    1     0     1     5    1.369 -1.704 -48.155 2.519 0.100 0.229 0
 14    10    27    10    1     0     1     5    1.291 -1.677 -47.775 2.513 0.095 0.254 0
 22    27    12    -18   1     3     2     -6   1.207 -1.632 -47.323 2.512 0.090 0.280 0
 22    27    12    -18   1     3     2     -6   1.125 -1.586 -46.821 2.517 0.085 0.305 0
 -25   -28   13    2     3     4     1     -8   1.063 -1.528 -46.281 2.525 0.081 0.324 0
 -25   -28   13    2     3     4     1     -8   1.000 -1.479 -45.756 2.532 0.078 0.343 0
 -25   -28   13    2     3     4     1     -8   0.962 -1.428 -45.258 2.535 0.076 0.355 0
 -25   -28   13    2     3     4     1     -8   0.934 -1.383 -44.816 2.532 0.075 0.364 0
 12    38    15    7     0     1     1     4    0.912 -1.361 -44.438 2.521 0.073 0.370 0
 -34   -15   6     -9    -5    -3    -2    -8   0.893 -1.372 -44.137 2.501 0.071 0.375 0
 -34   -15   6     -9    -5    -3    -2    -8   0.887 -1.411 -43.892 2.477 0.071 0.377 0
 -34   -15   6     -9    -5    -3    -2    -8   0.885 -1.462 -43.690 2.451 0.071 0.376 0
 10    -19   5     -2    1     -2    0     -2   0.904 -1.528 -43.528 2.422 0.072 0.370 0
 10    -19   5     -2    1     -2    0     -2   0.956 -1.608 -43.331 2.387 0.075 0.356 0
 -35   -26   9     -1    0     0     0     -2   1.016 -1.680 -43.162 2.361 0.077 0.343 0
 -35   -26   9     -1    0     0     0     -2   1.103 -1.764 -42.979 2.336 0.080 0.326 0
 -35   -26   9     -1    0     0     0     -2   1.194 -1.837 -42.757 2.316 0.082 0.310 0
 -17   -6    -18   4     -3    -3    -5    -9   1.298 -1.875 -42.483 2.304 0.084 0.293 0
 -17   -6    -18   4     -3    -3    -5    -9   1.399 -1.872 -42.156 2.300 0.085 0.279 0
 33    27    12    -6    -4    -2    -1    0    1.504 -1.833 -41.786 2.301 0.086 0.264 0
 33    27    12    -6    -4    -2    -1    0    1.592 -1.787 -41.402 2.302 0.087 0.253 0
 33    27    12    -6    -4    -2    -1    0    1.667 -1.746 -41.000 2.305 0.088 0.244 0
 33    27    12    -6    -4    -2    -1    0    1.730 -1.729 -40.608 2.306 0.088 0.237 0
 47    8     -8    25    5     -3    -1    8    1.777 -1.732 -40.230 2.306 0.089 0.233 0
 47    8     -8    25    5     -3    -1    8    1.818 -1.740 -39.872 2.305 0.089 0.232 0
 -10   -27   -30   -8    0     2     0     -7   1.855 -1.759 -39.549 2.302 0.089 0.233 0
 2     0     15    -1    -2    -3    -3    1    1.897 -1.786 -39.274 2.295 0.089 0.234 0
 2     0     15    -1    -2    -3    -3    1    1.946 -1.840 -39.058 2.282 0.089 0.232 0
 2     0     15    -1    -2    -3    -3    1    2.000 -1.918 -38.890 2.263 0.089 0.228 0
 9     7     -2    7     3     0     1     5    2.057 -2.032 -38.775 2.237 0.091 0.223 0
 9     7     -2    7     3     0     1     5    2.104 -2.169 -38.692 2.206 0.092 0.217 0
 9     7     -2    7     3     0     1     5    2.141 -2.317 -38.621 2.172 0.093 0.214 0
 4     20    -1    -3    -2    -2    0     -1   2.158 -2.463 -38.541 2.139 0.093 0.214 0
 4     20    -1    -3    -2    -2    0     -1   2.157 -2.590 -38.418 2.111 0.093 0.216 0
 -21   -13   -11   -13   -3    -1    -1    -7   2.140 -2.705 -38.264 2.086 0.093 0.220 0
 -21   -13   -11   -13   -3    -1    -1    -7   2.098 -2.792 -38.040 2.067 0.091 0.230 0
 -21   -13   -11   -13   -3    -1    -1    -7   2.046 -2.874 -37.768 2.051 0.089 0.240 0
 -21   -13   -11   -13   -3    -1    -1    -7   1.988 -2.935 -37.443 2.038 0.087 0.251 0
 3     -1    -3    5     0     -1    2     2    1.923 -2.977 -37.072 2.028 0.085 0.263 0
 3     -1    -3    5     0     -1    2     2    1.858 -2.994 -36.551 2.019 0.084 0.274 0
 30    19    -3    1     -3    -2    0     10   1.821 -2.989 -36.113 2.014 0.083 0.281 0
 -27   -24   -19   1     2     2     0     -6   1.802 -2.986 -35.672 2.008 0.083 0.285 0
 -27   -24   -19   1     2     2     0     -6   1.787 -2.989 -35.244 2.000 0.081 0.292 0
 5     -5    -6    6     2     1     0     -1   1.795 -3.004 -34.840 1.990 0.078 0.297 0
 5     -5    -6    6     2     1     0     -1   1.807 -3.018 -34.475 1.977 0.075 0.304 0
 5     -5    -6    6     2     1     0     -1   1.832 -3.027 -34.155 1.962 0.072 0.308 0
 5     -5    -6    6     2     1     0     -1   1.860 -3.030 -33.875 1.944 0.069 0.310 0
 -9    -4    4     -2    -2    2     -2    -1   1.894 -3.029 -33.642 1.923 0.068 0.309 0
 -9    -4    4     -2    -2    2     -2    -1   1.927 -3.042 -33.448 1.899 0.067 0.308 0
 6     7     3     0     0     -2    8     0    1.957 -3.071 -33.285 1.871 0.067 0.306 0
 6     7     3     0     0     -2    8     0    1.994 -3.116 -33.137 1.840 0.066 0.301 0
 6     7     3     0     0     -2    8     0    2.022 -3.162 -32.981 1.808 0.065 0.299 0
 -8    -11   -3    -8    -5    -13   0     -6   2.056 -3.198 -32.798 1.780 0.065 0.294 0
 -8    -11   -3    -8    -5    -13   0     -6   2.098 -3.215 -32.569 1.755 0.065 0.288 0
 -8    -11   -3    -8    -5    -13   0     -6   2.136 -3.216 -32.290 1.734 0.064 0.283 0
 5     8     3     4     1     0     -3    2    2.168 -3.194 -31.945 1.719 0.063 0.277 0
 -7    -6    -4    -2    0     7     -3    -1   2.192 -3.166 -31.547 1.707 0.063 0.273 0
 -7    -6    -4    -2    0     7     -3    -1   2.214 -3.118 -31.086 1.699 0.062 0.267 0
 -2    4     1     0     -3    -1    -5    -1   2.225 -3.061 -30.594 1.693 0.062 0.263 0
 -2    4     1     0     -3    -1    -5    -1   2.229 -2.985 -30.060 1.690 0.062 0.258 0
 -2    4     1     0     -3    -1    -5    -1   2.218 -2.904 -29.510 1.687 0.061 0.256 0
 -2    4     1     0     -3    -1    -5    -1   2.204 -2.826 -28.964 1.683 0.060 0.255 0
 -1    -8    -6    0     -1    0     -1    0    2.188 -2.762 -28.436 1.675 0.059 0.252 0
 -1    -8    -6    0     -1    0     -1    0    2.170 -2.709 -27.941 1.662 0.058 0.248 0
 1     -1    -2    -5    -1    -3    4     -2   2.147 -2.667 -27.483 1.646 0.058 0.243 0
 1     -1    -2    -5    -1    -3    4     -2   2.137 -2.624 -27.061 1.625 0.058 0.235 0
 1     -1    -2    -5    -1    -3    4     -2   2.119 -2.580 -26.673 1.602 0.058 0.229 0
 1     -1    -2    -5    -1    -3    4     -2   2.103 -2.526 -26.308 1.577 0.057 0.222 0
 -2    2     2     -2    -2    -3    0     1    2.082 -2.461 -25.961 1.552 0.056 0.215 0
 -2    -2    -2    0     1     2     6     -1   2.071 -2.403 -25.617 1.528 0.057 0.206 0
 -2    -2    -2    0     1     2     6     -1   2.050 -2.352 -25.267 1.505 0.056 0.199 0
 -3    -1    0     0     -2    7     4     -1   2.029 -2.303 -24.906 1.483 0.055 0.193 0
 -3    -1    0     0     -2    7     4     -1   2.006 -2.254 -24.521 1.463 0.054 0.188 0
 -3    -1    0     0     -2    7     4     -1   1.981 -2.210 -24.120 1.446 0.053 0.186 0
 -3    -1    0     0     -2    7     4     -1   1.948 -2.152 -23.694 1.431 0.050 0.187 0
 3     2     -1    -1    -1    -4    -8    0    1.912 -2.090 -23.244 1.421 0.048 0.190 0
 3     2     -1    -1    -1    -4    -8    0    1.878 -2.019 -22.793 1.411 0.046 0.193 0
 -5    -2    1     -2    -2    2     -10   -5   1.844 -1.924 -22.323 1.405 0.043 0.199 0
 -5    -2    1     -2    -2    2     -10   -5   1.796 -1.823 -21.878 1.397 0.039 0.208 0
 -2    -1    -1    -3    -10   -15   13    -9   1.761 -1.701 -21.431 1.390 0.036 0.216 0
 -2    -1    -1    -3    -10   -15   13    -9   1.725 -1.575 -21.009 1.382 0.032 0.225 0
 -2    -1    -1    -3    -10   -15   13    -9   1.703 -1.453 -20.613 1.372 0.029 0.232 0
 -2    -1    -1    -3    -10   -15   13    -9   1.675 -1.342 -20.236 1.361 0.026 0.241 0
 1     -2    4     5     15    2     3     3    1.656 -1.258 -19.879 1.347 0.023 0.249 0
 0     1     -1    14    0     3     6     4    1.638 -1.211 -19.548 1.330 0.019 0.259 0
 0     1     -1    14    0     3     6     4    1.628 -1.187 -19.236 1.311 0.016 0.268 0
 -2    -1    -1    -7    -10   -14   5     3    1.631 -1.175 -18.945 1.290 0.013 0.275 0
 -2    -1    -1    -7    -10   -14   5     3    1.633 -1.144 -18.652 1.271 0.010 0.283 0
 1     1     -1    -5    -1    -10   -16   -3   1.650 -1.102 -18.386 1.248 0.008 0.286 0
 1     1     -1    -5    -1    -10   -16   -3   1.669 -1.037 -18.110 1.228 0.005 0.290 0
 1     1     -1    -5    -1    -10   -16   -3   1.687 -0.963 -17.820 1.210 0.002 0.294 0
 1     1     -1    -5    -1    -10   -16   -3   1.698 -0.892 -17.525 1.194 -0.000 0.298 0
 -5    -4    -5    -6    -4    -2    -9    -6   1.711 -0.820 -17.212 1.180 -0.002 0.299 0
 -5    -4    -5    -6    -4    -2    -9    -6   1.714 -0.743 -16.874 1.168 -0.004 0.302 0
 0     2     1     3     4     3     4     3    1.714 -0.667 -16.514 1.158 -0.005 0.304 0
 0     2     1     3     4     3     4     3    1.709 -0.602 -16.137 1.149 -0.006 0.308 0
 0     2     1     3     4     3     4     3    1.699 -0.553 -15.749 1.140 -0.008 0.311 0
 1     -1    0     0     1     8     5     2    1.693 -0.519 -15.357 1.131 -0.009 0.314 0
 1     -1    0     0     1     8     5     2    1.695 -0.498 -14.969 1.122 -0.009 0.314 0
 1     -1    0     0     1     8     5     2    1.697 -0.484 -14.595 1.112 -0.009 0.313 0
 -2    -1    -3    -7    -3    4     1     0    1.706 -0.479 -14.239 1.100 -0.008 0.309 0
 -1    -1    -1    -2    -4    -22   -20   -1   1.712 -0.477 -13.914 1.086 -0.008 0.306 0
 -1    -1    -1    -2    -4    -22   -20   -1   1.728 -0.484 -13.613 1.070 -0.007 0.300 0
 2     0     -1    -5    -16   -22   -39   -3   1.735 -0.498 -13.343 1.052 -0.007 0.295 0
 2     0     -1    -5    -16   -22   -39   -3   1.743 -0.516 -13.102 1.031 -0.006 0.288 0
 2     0     -1    -5    -16   -22   -39   -3   1.745 -0.531 -12.884 1.009 -0.005 0.281 0
 2     0     -1    -5    -16   -22   -39   -3   1.755 -0.547 -12.673 0.987 -0.003 0.271 0
 0     -2    -1    7     20    16    -1    1    1.751 -0.563 -12.473 0.963 -0.002 0.264 0
 0     -2    -1    7     20    16    -1    1    1.756 -0.587 -12.265 0.939 -0.001 0.254 0
 2     0     3     -2    -1    8     2     -1   1.762 -0.615 -12.046 0.914 0.001 0.244 0
 2     0     3     -2    -1    8     2     -1   1.774 -0.644 -11.802 0.891 0.003 0.233 0
 2     0     3     -2    -1    8     2     -1   1.786 -0.671 -11.538 0.869 0.005 0.225 0
 -6    -1    -4    -4    -16   0     -10   -7   1.810 -0.687 -11.239 0.850 0.007 0.218 0
 -6    -1    -4    -4    -16   0     -10   -7   1.834 -0.693 -10.916 0.832 0.007 0.215 0
 -6    -1    -4    -4    -16   0     -10   -7   1.873 -0.681 -10.574 0.816 0.007 0.211 0
 -2    2     0     0     0     0     11    -1   1.917 -0.659 -10.216 0.801 0.006 0.210 0
 1     -2    -1    -3    -4    -1    -1    -1   1.975 -0.632 -9.846 0.787 0.007 0.206 0
 1     -2    -1    -3    -4    -1    -1    -1   2.031 -0.603 -9.477 0.774 0.007 0.203 0
