EMG1  EMG2  EMG3  EMG4  EMG5  EMG6  EMG7  EMG8  ForceX ForceY ForceZ tauX tawY tayZ Angle_deg TimeStep_ms
 -34   -12   -24   10    -2    -1    -3    -6   0.702 1.093 -49.885 3.031 0.112 0.249 0
 15    2     14    3     -4    -5    -3    1    0.701 1.132 -50.081 3.048 0.113 0.245 0
 15    2     14    3     -4    -5    -3    1    0.689 1.169 -50.252 3.068 0.114 0.244 0
 15    2     14    3     -4    -5    -3    1    0.678 1.218 -50.397 3.089 0.115 0.243 0
 15    2     14    3     -4    -5    -3    1    0.666 1.279 -50.543 3.109 0.115 0.244 0
 29    21    -7    -5    -6    -6    -7    -21  0.660 1.353 -50.691 3.128 0.114 0.244 0
 29    21    -7    -5    -6    -6    -7    -21  0.652 1.436 -50.839 3.148 0.114 0.244 0
 29    21    -7    -5    -6    -6    -7    -21  0.646 1.518 -51.000 3.168 0.114 0.243 0
 -63   -50   -34   8     2     3     -4    -34  0.632 1.584 -51.191 3.184 0.113 0.243 0
 -63   -50   -34   8     2     3     -4    -34  0.617 1.634 -51.401 3.197 0.114 0.243 0
 -63   -50   -34   8     2     3     -4    -34  0.597 1.661 -51.644 3.206 0.115 0.242 0
 3     -18   16    -5    -1    -2    -1    7    0.574 1.677 -51.905 3.213 0.116 0.241 0
 3     -18   16    -5    -1    -2    -1    7    0.536 1.686 -52.177 3.220 0.117 0.242 0
 3     -18   16    -5    -1    -2    -1    7    0.510 1.677 -52.466 3.224 0.118 0.241 0
 -24   57    24    -13   -1    0     0     2    0.475 1.663 -52.752 3.229 0.119 0.243 0
 -24   57    24    -13   -1    0     0     2    0.427 1.641 -53.097 3.238 0.119 0.246 0
 -41   0     -18   4     9     9     4     -5   0.407 1.622 -53.359 3.249 0.120 0.245 0
 -41   0     -18   4     9     9     4     -5   0.376 1.618 -53.598 3.265 0.121 0.247 0
 -41   0     -18   4     9     9     4     -5   0.346 1.626 -53.831 3.283 0.122 0.249 0
 -41   0     -18   4     9     9     4     -5   0.329 1.645 -54.055 3.303 0.123 0.250 0
 -57   -35   -26   -26   -1    0     6     9    0.324 1.672 -54.274 3.328 0.124 0.250 0
 -20   15    25    27    -6    -6    -4    -2   0.311 1.710 -54.498 3.355 0.124 0.254 0
 -20   15    25    27    -6    -6    -4    -2   0.307 1.755 -54.747 3.380 0.124 0.257 0
 -20   15    25    27    -6    -6    -4    -2   0.297 1.793 -55.020 3.405 0.123 0.262 0
 -20   15    25    27    -6    -6    -4    -2   0.300 1.819 -55.320 3.430 0.123 0.264 0
 1     22    32    13    -1    -5    -4    0    0.289 1.836 -55.669 3.447 0.123 0.268 0
 75    6     28    3     4     5     6     19   0.289 1.836 -56.052 3.456 0.124 0.267 0
 75    6     28    3     4     5     6     19   0.282 1.796 -56.467 3.456 0.125 0.266 0
 75    6     28    3     4     5     6     19   0.268 1.727 -56.879 3.455 0.126 0.265 0
 23    -8    0     -9    4     8     9     39   0.253 1.641 -57.262 3.457 0.128 0.264 0
 23    -8    0     -9    4     8     9     39   0.246 1.564 -57.608 3.461 0.130 0.261 0
 -34   -21   6     -1    2     1     -2    -18  0.225 1.518 -57.906 3.468 0.131 0.263 0
 -34   -21   6     -1    2     1     -2    -18  0.222 1.490 -58.162 3.478 0.131 0.264 0
 -34   -21   6     -1    2     1     -2    -18  0.227 1.494 -58.396 3.502 0.131 0.267 0
 -34   -21   6     -1    2     1     -2    -18  0.233 1.509 -58.511 3.520 0.131 0.269 0
 -38   -27   -30   7     5     6     6     10   0.247 1.560 -58.644 3.547 0.130 0.268 0
 85    127   57    1     -5    -7    -1    30   0.259 1.650 -58.763 3.574 0.130 0.266 0
 85    127   57    1     -5    -7    -1    30   0.267 1.765 -58.881 3.601 0.131 0.261 0
 85    127   57    1     -5    -7    -1    30   0.256 1.871 -59.022 3.625 0.133 0.256 0
 85    127   57    1     -5    -7    -1    30   0.219 1.948 -59.185 3.645 0.134 0.253 0
 85    127   57    1     -5    -7    -1    30   0.152 1.986 -59.376 3.661 0.136 0.255 0
 85    127   57    1     -5    -7    -1    30   0.062 1.990 -59.592 3.677 0.137 0.260 0
 -73   -115  -107  -16   1     4     0     -10  -0.032 1.981 -59.823 3.693 0.138 0.266 0
 -34   22    -17   9     -6    -4    -8    -22  -0.120 1.977 -60.085 3.709 0.139 0.274 0
 31    -1    -11   6     -4    -7    -6    5    -0.179 1.978 -60.379 3.724 0.140 0.278 0
 31    -1    -11   6     -4    -7    -6    5    -0.224 1.985 -60.695 3.740 0.140 0.282 0
 -2    5     10    -7    -4    -2    1     10   -0.223 1.989 -61.054 3.752 0.142 0.277 0
 -2    5     10    -7    -4    -2    1     10   -0.204 1.998 -61.427 3.762 0.144 0.268 0
 -2    5     10    -7    -4    -2    1     10   -0.161 1.979 -61.838 3.762 0.147 0.253 0
 -2    5     10    -7    -4    -2    1     10   -0.131 1.936 -62.251 3.758 0.149 0.240 0
 -58   -71   -2    30    3     -2    -6    -32  -0.134 1.878 -62.628 3.758 0.151 0.231 0
 9     -9    -10   -12   -8    -4    -3    -1   -0.160 1.828 -62.954 3.763 0.153 0.225 0
 9     -9    -10   -12   -8    -4    -3    -1   -0.234 1.793 -63.238 3.771 0.155 0.226 0
 9     -9    -10   -12   -8    -4    -3    -1   -0.337 1.797 -63.469 3.784 0.155 0.229 0
 9     -9    -10   -12   -8    -4    -3    -1   -0.460 1.827 -63.652 3.795 0.156 0.232 0
 127   68    59    48    4     -3    5     35   -0.593 1.852 -63.787 3.807 0.155 0.235 0
 -109  -96   -4    -9    5     4     -2    -39  -0.739 1.858 -63.868 3.823 0.155 0.237 0
 -109  -96   -4    -9    5     4     -2    -39  -0.902 1.857 -63.886 3.853 0.158 0.237 0
 -109  -96   -4    -9    5     4     -2    -39  -1.010 1.879 -63.871 3.882 0.161 0.231 0
 -38   27    9     4     -8    -7    -10   -29  -1.089 1.938 -63.852 3.913 0.165 0.220 0
 -38   27    9     4     -8    -7    -10   -29  -1.159 2.004 -63.880 3.937 0.167 0.210 0
 91    48    1     -10   -10   -10   -2    17   -1.220 2.047 -63.979 3.951 0.168 0.201 0
 91    48    1     -10   -10   -10   -2    17   -1.478 1.931 -64.641 3.941 0.164 0.199 0
 8     38    49    29    6     2     1     9    -1.531 1.897 -64.783 3.935 0.164 0.202 0
 8     38    49    29    6     2     1     9    -1.634 1.830 -65.051 3.929 0.163 0.211 0
 -75   -21   6     20    6     3     1     -3   -1.730 1.761 -65.312 3.924 0.161 0.224 0
 -75   -21   6     20    6     3     1     -3   -1.795 1.688 -65.555 3.919 0.158 0.238 0
 -75   -21   6     20    6     3     1     -3   -1.828 1.588 -65.829 3.912 0.152 0.257 0
 -75   -21   6     20    6     3     1     -3   -1.811 1.537 -65.964 3.910 0.148 0.267 0
 -45   -79   -38   3     6     4     -1    -22  -1.707 1.500 -66.132 3.913 0.143 0.274 0
 -45   -79   -38   3     6     4     -1    -22  -1.617 1.512 -66.201 3.919 0.141 0.274 0
 -45   -79   -38   3     6     4     -1    -22  -1.443 1.602 -66.228 3.945 0.138 0.269 0
 40    64    58    6     0     3     4     28   -1.342 1.671 -66.237 3.962 0.137 0.265 0
 40    64    58    6     0     3     4     28   -1.218 1.771 -66.235 3.984 0.137 0.257 0
 -3    -40   1     13    6     2     2     -10  -1.125 1.855 -66.250 4.001 0.137 0.250 0
 -3    -40   1     13    6     2     2     -10  -1.057 1.937 -66.311 4.015 0.137 0.244 0
 -3    -40   1     13    6     2     2     -10  -1.069 1.974 -66.374 4.021 0.137 0.247 0
 -3    -40   1     13    6     2     2     -10  -1.092 2.000 -66.429 4.023 0.137 0.250 0
 -13   -6    -8    -24   -3    2     -4    -4   -1.127 2.037 -66.484 4.029 0.137 0.253 0
 114   127   9     -2    -2    -5    4     25   -1.141 2.067 -66.570 4.032 0.141 0.248 0
 114   127   9     -2    -2    -5    4     25   -1.124 2.049 -66.633 4.035 0.146 0.239 0
 114   127   9     -2    -2    -5    4     25   -1.062 2.001 -66.683 4.034 0.150 0.225 0
 114   127   9     -2    -2    -5    4     25   -0.990 1.962 -66.701 4.035 0.152 0.213 0
 -98   -101  -62   0     -6    -4    -6    -13  -0.871 1.910 -66.726 4.035 0.154 0.197 0
 -124  -82   -3    24    0     -1    -9    -23  -0.750 1.909 -66.717 4.042 0.154 0.185 0
 -124  -82   -3    24    0     -1    -9    -23  -0.599 1.972 -66.686 4.058 0.153 0.173 0
 -124  -82   -3    24    0     -1    -9    -23  -0.505 2.057 -66.653 4.078 0.152 0.169 0
 30    23    7     -15   -1    1     6     20   -0.451 2.146 -66.651 4.097 0.150 0.170 0
 30    23    7     -15   -1    1     6     20   -0.434 2.217 -66.672 4.109 0.148 0.172 0
 90    64    -3    -14   -10   -8    -1    20   -0.464 2.314 -66.770 4.116 0.146 0.179 0
 90    64    -3    -14   -10   -8    -1    20   -0.554 2.358 -66.948 4.108 0.147 0.187 0
 90    64    -3    -14   -10   -8    -1    20   -0.629 2.365 -67.053 4.100 0.148 0.191 0
 -44   -41   17    22    4     1     -7    -29  -0.776 2.317 -67.238 4.082 0.152 0.197 0
 -44   -41   17    22    4     1     -7    -29  -0.891 2.242 -67.342 4.068 0.155 0.202 0
 -14   -22   -58   -13   0     2     1     8    -0.993 2.147 -67.387 4.058 0.158 0.206 0
 -14   -22   -58   -13   0     2     1     8    -1.076 2.055 -67.384 4.049 0.159 0.213 0
 -14   -22   -58   -13   0     2     1     8    -1.113 2.005 -67.304 4.047 0.159 0.217 0
 -14   -22   -58   -13   0     2     1     8    -1.126 2.008 -67.164 4.051 0.158 0.221 0
 46    48    7     -13   3     5     8     24   -1.104 2.061 -66.970 4.060 0.157 0.221 0
 46    48    7     -13   3     5     8     24   -1.060 2.171 -66.676 4.078 0.155 0.222 0
 46    48    7     -13   3     5     8     24   -1.025 2.261 -66.429 4.095 0.153 0.223 0
 -26   18    -6    -11   1     2     4     -1   -1.008 2.344 -66.197 4.112 0.150 0.229 0
 -26   18    -6    -11   1     2     4     -1   -0.994 2.413 -66.020 4.122 0.149 0.233 0
 78    6     14    -13   -3    -3    -3    4    -0.995 2.466 -65.894 4.124 0.147 0.239 0
 78    6     14    -13   -3    -3    -3    4    -1.006 2.499 -65.843 4.115 0.144 0.246 0
 78    6     14    -13   -3    -3    -3    4    -1.012 2.487 -65.839 4.100 0.142 0.253 0
 78    6     14    -13   -3    -3    -3    4    -1.017 2.442 -65.874 4.078 0.140 0.259 0
 23    21    21    0     5     2     4     11   -1.001 2.367 -65.924 4.051 0.139 0.260 0
 23    21    21    0     5     2     4     11   -0.965 2.280 -65.958 4.021 0.139 0.258 0
 -46   -73   -10   -9    -1    4     3     -5   -0.908 2.174 -65.944 3.994 0.141 0.251 0
 -46   -73   -10   -9    -1    4     3     -5   -0.827 2.068 -65.869 3.970 0.142 0.241 0
 -46   -73   -10   -9    -1    4     3     -5   -0.735 1.963 -65.732 3.950 0.143 0.234 0
 -40   8     -29   -11   -8    -6    -12   -39  -0.641 1.890 -65.506 3.938 0.141 0.232 0
 -40   8     -29   -11   -8    -6    -12   -39  -0.552 1.858 -65.215 3.934 0.138 0.236 0
 27    -5    -44   4     4     3     4     25   -0.474 1.889 -64.861 3.938 0.134 0.245 0
 27    -5    -44   4     4     3     4     25   -0.406 1.972 -64.479 3.946 0.130 0.255 0
 39    23    -8    2     3     4     5     25   -0.356 2.096 -64.085 3.956 0.126 0.267 0
 39    23    -8    2     3     4     5     25   -0.313 2.225 -63.705 3.962 0.123 0.276 0
 11    45    40    -13   -8    -8    -4    -2   -0.282 2.326 -63.352 3.962 0.121 0.283 0
 11    45    40    -13   -8    -8    -4    -2   -0.260 2.382 -63.039 3.955 0.120 0.289 0
 11    45    40    -13   -8    -8    -4    -2   -0.226 2.367 -62.634 3.932 0.121 0.295 0
 11    45    40    -13   -8    -8    -4    -2   -0.206 2.333 -62.522 3.921 0.121 0.295 0
 -33   -17   -1    -9    -3    -5    -2    -9   -0.160 2.250 -62.310 3.894 0.122 0.295 0
 -33   -17   -1    -9    -3    -5    -2    -9   -0.098 2.148 -62.101 3.863 0.122 0.293 0
 60    -7    -15   7     -7    -4    -3    4    -0.013 2.023 -61.912 3.826 0.122 0.289 0
 60    -7    -15   7     -7    -4    -3    4    0.086 1.904 -61.689 3.790 0.121 0.285 0
 60    -7    -15   7     -7    -4    -3    4    0.202 1.787 -61.450 3.754 0.122 0.278 0
 127   119   25    8     2     0     5     38   0.325 1.713 -61.134 3.729 0.123 0.273 0
 127   119   25    8     2     0     5     38   0.453 1.682 -60.766 3.713 0.124 0.272 0
 -94   -29   -43   2     8     9     1     -48  0.581 1.697 -60.348 3.708 0.124 0.277 0
 -94   -29   -43   2     8     9     1     -48  0.710 1.771 -59.880 3.714 0.123 0.286 0
 -18   5     2     8     -5    -3    -5    -8   0.841 1.887 -59.409 3.722 0.120 0.298 0
 -18   5     2     8     -5    -3    -5    -8   0.979 2.018 -58.956 3.730 0.118 0.309 0
 -5    13    23    -12   -6    -4    -2    7    1.123 2.135 -58.546 3.731 0.116 0.315 0
 -5    13    23    -12   -6    -4    -2    7    1.267 2.221 -58.158 3.731 0.115 0.317 0
 -5    13    23    -12   -6    -4    -2    7    1.416 2.246 -57.834 3.722 0.117 0.314 0
 -5    13    23    -12   -6    -4    -2    7    1.558 2.218 -57.554 3.706 0.119 0.306 0
 -16   -23   -4    -14   -1    -2    0     -3   1.690 2.136 -57.320 3.680 0.123 0.295 0
 -10   -8    15    11    -1    0     0     2    1.812 2.013 -57.123 3.647 0.126 0.283 0
 -10   -8    15    11    -1    0     0     2    1.936 1.856 -56.955 3.604 0.130 0.268 0
 -10   -8    15    11    -1    0     0     2    2.035 1.692 -56.768 3.557 0.131 0.256 0
 -10   -8    15    11    -1    0     0     2    2.118 1.528 -56.568 3.504 0.132 0.245 0
 0     -21   -30   -14   -1    2     2     0    2.176 1.394 -56.290 3.456 0.133 0.236 0
 0     -21   -30   -14   -1    2     2     0    2.200 1.317 -55.919 3.415 0.133 0.230 0
 -43   -1    17    13    1     -7    -7    -12  2.201 1.305 -55.422 3.387 0.134 0.227 0
 -43   -1    17    13    1     -7    -7    -12  2.176 1.335 -54.821 3.368 0.134 0.227 0
 -43   -1    17    13    1     -7    -7    -12  2.127 1.401 -54.116 3.357 0.133 0.232 0
 -43   -1    17    13    1     -7    -7    -12  2.057 1.482 -53.348 3.350 0.130 0.243 0
 2     -22   -16   9     -4    -4    -5    -10  1.966 1.577 -52.527 3.347 0.124 0.259 0
 -30   -11   4     5     -4    -2    -8    -19  1.864 1.674 -51.702 3.346 0.119 0.279 0
 -30   -11   4     5     -4    -2    -8    -19  1.765 1.774 -50.900 3.345 0.114 0.297 0
 -30   -11   4     5     -4    -2    -8    -19  1.661 1.859 -50.166 3.340 0.110 0.314 0
 -47   -26   -8    -14   -4    -1    -1    -14  1.561 1.911 -49.520 3.328 0.106 0.331 0
 30    32    6     -2    2     0     4     11   1.475 1.900 -49.003 3.303 0.103 0.342 0
 30    32    6     -2    2     0     4     11   1.404 1.833 -48.604 3.267 0.101 0.349 0
 30    32    6     -2    2     0     4     11   1.331 1.660 -48.293 3.200 0.099 0.352 0
 30    32    6     -2    2     0     4     11   1.301 1.526 -48.176 3.153 0.098 0.349 0
 -4    -22   -9    3     -1    0     -1    -9   1.263 1.338 -48.057 3.087 0.096 0.345 0
 -4    -22   -9    3     -1    0     -1    -9   1.225 1.153 -47.948 3.020 0.095 0.340 0
 -3    -4    -12   -5    -4    -1    -2    2    1.199 0.963 -47.806 2.956 0.094 0.331 0
 -3    -4    -12   -5    -4    -1    -2    2    1.162 0.787 -47.587 2.899 0.092 0.323 0
 -3    -4    -12   -5    -4    -1    -2    2    1.117 0.638 -47.262 2.851 0.091 0.316 0
 -3    -4    -12   -5    -4    -1    -2    2    1.064 0.544 -46.821 2.812 0.089 0.307 0
 -23   -18   -6    -1    -1    0     1     -10  1.004 0.504 -46.252 2.783 0.087 0.300 0
 -23   -18   -6    -1    -1    0     1     -10  0.930 0.518 -45.547 2.766 0.085 0.296 0
 -23   -18   -6    -1    -1    0     1     -10  0.854 0.568 -44.745 2.755 0.082 0.291 0
 -23   -18   -6    -1    -1    0     1     -10  0.773 0.632 -43.865 2.747 0.079 0.287 0
 -8    -5    -17   -2    -2    -4    -5    -6   0.689 0.682 -42.943 2.739 0.076 0.283 0
 22    12    18    -6    -2    -1    3     10   0.612 0.721 -42.014 2.730 0.074 0.276 0
 22    12    18    -6    -2    -1    3     10   0.530 0.749 -41.109 2.716 0.071 0.272 0
 22    12    18    -6    -2    -1    3     10   0.466 0.765 -40.263 2.695 0.069 0.265 0
 22    12    18    -6    -2    -1    3     10   0.410 0.779 -39.491 2.666 0.066 0.258 0
 2     -6    14    8     -3    -4    -5    -10  0.365 0.788 -38.814 2.630 0.063 0.250 0
 2     -6    14    8     -3    -4    -5    -10  0.335 0.792 -38.218 2.589 0.061 0.241 0
 -19   -9    -14   -1    -2    -1    -3    -4   0.313 0.780 -37.712 2.544 0.059 0.232 0
 -19   -9    -14   -1    -2    -1    -3    -4   0.285 0.738 -37.067 2.473 0.057 0.220 0
 -19   -9    -14   -1    -2    -1    -3    -4   0.267 0.697 -36.700 2.424 0.055 0.214 0
 14    5     12    -1    1     1     -1    8    0.238 0.648 -36.267 2.368 0.052 0.209 0
 14    5     12    -1    1     1     -1    8    0.219 0.616 -35.924 2.326 0.051 0.205 0
 14    5     12    -1    1     1     -1    8    0.196 0.591 -35.560 2.290 0.050 0.201 0
 14    5     12    -1    1     1     -1    8    0.169 0.583 -35.170 2.259 0.048 0.199 0
 10    7     -11   -6    -2    -2    0     2    0.137 0.579 -34.739 2.233 0.046 0.197 0
 -5    -3    -1    0     -2    4     1     1    0.084 0.582 -34.157 2.205 0.043 0.196 0
 -5    -3    -1    0     -2    4     1     1    0.041 0.588 -33.658 2.186 0.041 0.194 0
 -5    -3    -1    0     -2    4     1     1    -0.009 0.600 -33.135 2.168 0.040 0.190 0
 -5    -3    -1    0     -2    4     1     1    -0.063 0.615 -32.596 2.150 0.039 0.184 0
 -4    0     6     3     2     -25   1     4    -0.119 0.632 -32.058 2.130 0.038 0.179 0
 -4    0     6     3     2     -25   1     4    -0.180 0.637 -31.522 2.107 0.037 0.175 0
 2     -2    -5    -3    0     -11   -17   -6   -0.242 0.641 -30.999 2.079 0.035 0.172 0
 2     -2    -5    -3    0     -11   -17   -6   -0.299 0.640 -30.483 2.048 0.032 0.170 0
 2     -2    -5    -3    0     -11   -17   -6   -0.352 0.629 -29.970 2.015 0.030 0.168 0
 2     -2    -5    -3    0     -11   -17   -6   -0.391 0.611 -29.458 1.980 0.028 0.166 0
 3     -2    -5    -9    3     3     6     2    -0.420 0.585 -28.943 1.944 0.026 0.164 0
 3     -2    -5    -9    3     3     6     2    -0.431 0.553 -28.418 1.907 0.025 0.161 0
 3     -2    -5    -9    3     3     6     2    -0.438 0.515 -27.890 1.869 0.022 0.161 0
 3     -2    -5    -9    3     3     6     2    -0.434 0.480 -27.349 1.831 0.019 0.163 0
 -2    3     0     6     3     1     -10   3    -0.417 0.463 -26.792 1.796 0.016 0.164 0
 -2    4     -1    19    0     2     6     -3   -0.392 0.470 -26.216 1.765 0.013 0.167 0
 -2    4     -1    19    0     2     6     -3   -0.371 0.502 -25.634 1.736 0.009 0.173 0
 -2    4     -1    19    0     2     6     -3   -0.339 0.548 -25.050 1.710 0.005 0.178 0
 -2    4     -1    19    0     2     6     -3   -0.309 0.607 -24.464 1.687 0.001 0.184 0
 0     2     -7    -8    -11   -10   -5    2    -0.280 0.662 -23.893 1.664 -0.002 0.189 0
 0     2     -7    -8    -11   -10   -5    2    -0.240 0.711 -23.343 1.641 -0.004 0.190 0
 -5    0     -1    -16   -1    16    -5    -1   -0.201 0.757 -22.810 1.618 -0.006 0.190 0
 -5    0     -1    -16   -1    16    -5    -1   -0.142 0.785 -22.219 1.581 -0.007 0.187 0
 -5    0     -1    -16   -1    16    -5    -1   -0.107 0.793 -21.880 1.557 -0.008 0.184 0
 -5    0     -1    -16   -1    16    -5    -1   -0.064 0.773 -21.466 1.520 -0.008 0.181 0
 3     -1    5     5     8     -13   24    -1   -0.013 0.731 -21.084 1.478 -0.008 0.175 0
 3     -1    5     5     8     -13   24    -1   0.038 0.633 -20.634 1.420 -0.008 0.170 0
 3     -1    5     5     8     -13   24    -1   0.081 0.551 -20.260 1.372 -0.007 0.164 0
 3     -1    5     5     8     -13   24    -1   0.124 0.467 -19.874 1.323 -0.006 0.160 0
 -2    -3    -2    -7    -5    16    -4    -2   0.157 0.390 -19.457 1.275 -0.006 0.158 0
 -2    -6    -5    -2    -12   6     9     -3   0.195 0.326 -19.000 1.229 -0.006 0.155 0
 -2    -6    -5    -2    -12   6     9     -3   0.230 0.288 -18.490 1.188 -0.006 0.154 0
 -2    -6    -5    -2    -12   6     9     -3   0.259 0.273 -17.928 1.151 -0.006 0.154 0
 -2    -6    -5    -2    -12   6     9     -3   0.284 0.276 -17.315 1.120 -0.005 0.155 0
 -6    -2    -2    -6    -1    -1    -12   -4   0.308 0.290 -16.660 1.092 -0.005 0.156 0
 -6    -2    -2    -6    -1    -1    -12   -4   0.320 0.314 -15.980 1.067 -0.005 0.160 0
 -1    -3    -4    -3    -13   -22   -10   -1   0.333 0.343 -15.290 1.044 -0.005 0.163 0
 -1    -3    -4    -3    -13   -22   -10   -1   0.346 0.371 -14.609 1.019 -0.005 0.163 0
 -1    -3    -4    -3    -13   -22   -10   -1   0.368 0.398 -13.954 0.993 -0.004 0.160 0
 -1    -3    -4    -3    -13   -22   -10   -1   0.382 0.419 -13.334 0.964 -0.003 0.157 0
 -1    -2    -1    -2    -1    2     1     2    0.398 0.435 -12.760 0.931 -0.001 0.153 0
 -1    -2    -1    -2    -1    2     1     2    0.416 0.442 -12.233 0.896 0.000 0.148 0
 -1    -2    -1    -2    -1    2     1     2    0.447 0.446 -11.760 0.856 0.002 0.140 0
 -1    -2    -1    -2    -1    2     1     2    0.481 0.445 -11.326 0.815 0.004 0.131 0
 -7    -3    -8    -11   -6    41    -30   -6   0.522 0.442 -10.937 0.770 0.007 0.120 0
 -3    -5    -3    1     2     -35   -28   -11  0.557 0.447 -10.564 0.725 0.009 0.111 0
 -3    -5    -3    1     2     -35   -28   -11  0.593 0.453 -10.196 0.680 0.010 0.102 0
 -3    -5    -3    1     2     -35   -28   -11  0.624 0.457 -9.834 0.634 0.012 0.096 0
 -3    -5    -3    1     2     -35   -28   -11  0.653 0.469 -9.455 0.590 0.013 0.088 0
 4     -1    -3    -6    -17   -9    -3    -1   0.675 0.497 -9.039 0.550 0.015 0.081 0
 4     -1    -3    -6    -17   -9    -3    -1   0.689 0.536 -8.598 0.513 0.016 0.075 0
 -3    2     2     10    19    -31   41    4    0.689 0.590 -8.106 0.481 0.017 0.071 0
 -3    2     2     10    19    -31   41    4    0.685 0.644 -7.587 0.451 0.017 0.067 0
 -3    2     2     10    19    -31   41    4    0.656 0.698 -7.032 0.424 0.017 0.068 0
 -3    2     2     10    19    -31   41    4    0.626 0.751 -6.444 0.399 0.017 0.068 0
 -3    -2    -2    -1    -7    23    -1    4    0.587 0.797 -5.850 0.375 0.018 0.070 0
 -3    -2    -2    -1    -7    23    -1    4    0.529 0.836 -5.251 0.351 0.017 0.077 0
 -3    -2    -2    -1    -7    23    -1    4    0.473 0.873 -4.643 0.329 0.016 0.086 0
 -3    -2    -2    -1    -7    23    -1    4    0.427 0.901 -4.060 0.304 0.015 0.095 0
 -5    -2    -3    -8    -6    -2    -9    2    0.383 0.922 -3.503 0.278 0.013 0.105 0
 2     0     2     4     -2    11    -11   4    0.358 0.939 -2.980 0.250 0.012 0.112 0
 2     0     2     4     -2    11    -11   4    0.349 0.954 -2.491 0.220 0.012 0.116 0
 2     0     2     4     -2    11    -11   4    0.350 0.974 -2.041 0.188 0.012 0.118 0
 2     0     2     4     -2    11    -11   4    0.352 0.992 -1.625 0.153 0.011 0.121 0
 -1    1     1     6     14    3     16    5    0.355 1.008 -1.239 0.117 0.011 0.122 0
 -1    1     1     6     14    3     16    5    0.356 1.021 -0.872 0.081 0.011 0.123 0
 -1    -3    -2    1     3     -9    46    -10  0.354 1.044 -0.514 0.047 0.011 0.123 0
 -1    -3    -2    1     3     -9    46    -10  0.346 1.074 -0.161 0.014 0.011 0.122 0
 -1    -3    -2    1     3     -9    46    -10  0.337 1.116 0.201 -0.014 0.011 0.119 0
 -1    -3    -2    1     3     -9    46    -10  0.325 1.175 0.576 -0.037 0.011 0.115 0
 4     -1    -2    -8    -29   -9    -14   0    0.310 1.249 0.965 -0.054 0.011 0.108 0
 4     -1    -2    -8    -29   -9    -14   0    0.298 1.339 1.361 -0.066 0.012 0.096 0
 4     -1    -2    -8    -29   -9    -14   0    0.279 1.447 1.754 -0.077 0.014 0.083 0
 4     -1    -2    -8    -29   -9    -14   0    0.244 1.572 2.144 -0.089 0.016 0.072 0
 2     2     7     9     4     -15   23    0    -0.001 1.777 2.321 -0.224 0.025 0.200 0
 -4    0     -3    -2    13    13    -18   3    0.160 1.852 2.714 -0.376 0.016 0.157 0
